# S,→,↑,P,→,→,↑,#,→,E
# O,O,O,O,O,O,O,O,O,O

4,9,1,1,0,0,10.03066,1.582,0.4955877
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,D,O,D,→,→,↓,O
# O,O,P,→,→,↓,↑,O,→,E
# S,→,↓,↑,#,↓,↑,O,O,O
# O,D,→,↑,P,↓,↑,#,P,O
# O,#,O,↓,←,←,↑,←,←,O
# O,↓,←,←,#,#,P,O,↑,O
# O,→,↓,P,O,O,→,→,↑,O
# O,D,→,→,→,→,↑,D,#,O
# O,O,O,O,O,O,O,O,O,O

5,10,1,0,0,0,9.806633,4.043,0.5866013
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,→,→,↓,D,→,→,→,E
# O,→,↑,P,→,↓,↑,O,#,O
# O,↑,←,←,O,→,↑,#,#,O
# O,D,O,↑,#,P,O,O,O,O
# O,O,D,↑,←,←,←,←,O,O
# O,#,#,P,O,O,P,↑,P,O
# O,→,→,↓,→,→,↓,↑,←,O
# S,↑,D,→,↑,D,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

6,10,1,0,0,0,6.523861,4.128,0.5910494
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,↓,P,O,#,D,→,E
# O,O,P,↓,→,→,→,→,↑,O
# O,↓,←,←,↑,←,←,←,P,O
# O,↓,D,O,O,O,D,↑,←,O
# O,→,→,↓,D,O,O,O,↑,O
# O,#,P,→,↓,P,O,P,↑,O
# O,#,O,O,→,→,→,↓,↑,O
# O,#,#,O,D,O,D,→,↑,O
# O,O,O,O,O,O,O,O,O,O

7,10,1,3,0,0,8.10825,3.947,0.5822406
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,↓,O,#,#,#,P,O
# O,O,O,↓,D,→,→,→,↓,O
# O,#,D,→,→,↑,P,↓,←,O
# O,O,O,P,O,O,↓,←,→,E
# O,O,O,#,D,↓,←,D,↑,O
# O,P,O,D,↓,←,P,O,↑,O
# O,↓,←,←,←,P,O,→,↑,O
# O,→,→,→,→,→,→,↑,D,O
# O,O,O,O,O,O,O,O,O,O

8,10,1,2,0,0,6.715546,3.987,0.5935673
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,#,P,O,#,O,O,O
# O,#,→,→,↓,D,O,O,O,O
# O,#,↑,P,→,↓,P,#,O,O
# O,O,↑,←,D,→,→,↓,P,O
# O,P,O,↑,←,←,D,↓,O,O
# S,↓,O,O,P,↑,O,↓,→,E
# O,→,→,→,↓,↑,O,→,↑,O
# O,D,O,D,→,↑,O,D,O,O
# O,O,O,O,O,O,O,O,O,O

9,10,1,6,0,0,9.299042,3.935,0.5909465
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,D,→,→,→,→,↓,O
# O,#,D,→,↑,P,O,D,↓,O
# S,→,→,↑,P,↓,←,←,←,O
# O,#,P,#,↓,←,D,O,O,O
# O,P,↓,←,←,D,→,→,↓,O
# O,O,→,↓,P,O,↑,#,↓,O
# O,O,D,→,→,→,↑,O,→,E
# O,O,O,#,O,P,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

10,9,1,60,0,0,44.59773,1.653,0.4647435
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,D,O,D,→,→,→,E
# S,↓,D,→,→,↓,↑,O,O,O
# O,→,→,↑,P,↓,↑,←,D,O
# O,P,#,↓,←,←,P,↑,←,O
# O,↓,←,←,O,O,→,→,↑,O
# O,→,↓,P,O,→,↑,P,O,O
# O,D,→,→,→,↑,D,O,#,O
# O,#,#,P,O,O,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

11,10,1,1,0,0,7.442123,3.828,0.5921568
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,O,→,→,→,↓,O
# O,→,→,→,→,↑,P,↓,←,O
# O,↑,D,O,O,D,↓,←,D,O
# O,↑,←,←,O,↓,←,D,O,O
# O,O,P,↑,←,↓,P,#,→,E
# O,#,O,D,↑,→,→,→,↑,O
# O,P,→,→,↑,O,#,O,O,O
# S,→,↑,P,O,#,#,#,#,O
# O,O,O,O,O,O,O,O,O,O

1,6,1,1,0,0,6.486897,0.527,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,#,O,#,O,O,O,O
# O,#,O,#,O,O,O,O,#,O
# O,O,#,O,O,#,#,O,D,O
# O,#,O,O,O,P,→,→,↓,O
# O,O,O,O,→,→,↑,D,→,E
# O,O,#,O,↑,D,O,O,O,O
# O,O,O,P,↑,←,P,#,#,O
# S,→,→,→,→,↑,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

