Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,O,D,#,#,O,D,#,O,O
# O,O,O,O,O,O,O,O,O,O

18,6,1,3,0,0,37,0.67,0.7547845
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,O,#,O,#,#,O
# O,O,O,P,O,O,D,#,→,E
# O,P,O,→,→,→,↓,→,↑,O
# O,→,→,↑,O,↓,←,↑,D,O
# O,↑,#,D,↓,←,#,↑,←,O
# O,↑,#,↓,←,P,O,P,↑,O
# S,↑,O,↓,D,#,O,→,↑,O
# O,O,#,→,→,→,→,↑,#,O
# O,O,O,O,O,O,O,O,O,O

19,7,1,1,0,0,29,0.473,0.7698412
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,D,O,O,#,#,O
# O,→,→,→,→,→,→,→,↓,O
# O,↑,P,O,P,↓,←,←,←,O
# O,↑,←,←,#,↓,P,#,D,O
# O,O,D,↑,O,→,→,→,↓,O
# O,O,→,↑,O,#,O,#,↓,O
# O,#,↑,←,#,#,O,#,→,E
# S,→,→,↑,P,O,O,O,D,O
# O,O,O,O,O,O,O,O,O,O

20,7,1,2,0,0,37,0.534,0.8888888
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,→,→,→,→,→,↓,O,O
# O,→,↑,P,#,O,P,↓,#,O
# O,↑,←,←,#,O,↓,←,O,O
# O,#,#,↑,O,O,↓,O,P,O
# S,→,→,↑,#,O,→,→,↓,O
# O,#,#,O,O,O,D,↓,←,O
# O,O,D,↓,←,←,←,←,→,E
# O,#,#,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

21,7,1,3,0,0,36,0.575,0.8472221
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,→,→,→,→,→,→,↓,O
# O,O,↑,D,O,P,O,O,↓,O
# O,#,↑,←,←,←,#,O,↓,O
# O,#,O,#,#,↑,O,#,↓,O
# S,↓,P,O,→,↑,D,O,↓,O
# O,→,↓,#,↑,←,←,←,↓,O
# O,D,→,↓,P,#,D,↑,→,E
# O,O,P,→,→,→,→,↑,#,O
# O,O,O,O,O,O,O,O,O,O

22,6,1,5,0,0,52,0.553,0.7033572
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,#,O,O,#,D,O,O
# O,P,O,O,P,#,#,→,↓,O
# O,→,↓,#,→,↓,O,↑,↓,O
# O,↑,→,→,↑,↓,→,↑,↓,O
# O,↑,D,#,D,→,↑,P,↓,O
# S,↑,↓,←,←,←,←,←,←,O
# O,#,→,→,→,↓,P,O,#,O
# O,#,D,O,#,→,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

23,6,1,1,0,0,40,0.553,0.7435063
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,#,O,O,#,D,#,O,O
# O,→,→,→,→,→,→,→,↓,O
# O,↑,←,←,#,O,D,O,↓,O
# S,↓,P,↑,←,←,←,#,→,E
# O,→,↓,#,#,O,↑,←,O,O
# O,O,↓,#,#,O,P,↑,←,O
# O,#,→,→,→,→,→,→,↑,O
# O,#,D,#,O,P,O,O,D,O
# O,O,O,O,O,O,O,O,O,O

24,6,1,3,0,0,41,0.541,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,D,#,P,O,D,#,→,E
# O,#,→,→,→,→,→,↓,↑,O
# O,→,↑,↓,←,←,←,←,↑,O
# S,↑,P,↓,#,D,O,P,↑,O
# O,P,↓,←,#,O,O,#,↑,O
# O,O,→,→,→,↓,#,#,↑,O
# O,O,#,#,O,→,→,→,↑,O
# O,O,O,#,O,D,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

25,6,1,1,0,0,38,0.597,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,#,O,#,#,O,#,O,O
# O,↓,#,O,#,#,D,O,#,O
# O,→,→,→,→,→,→,↓,P,O
# O,P,#,P,↓,←,←,←,#,O
# O,O,O,#,→,↓,O,D,#,O
# O,↓,←,←,←,←,O,O,→,E
# O,↓,P,O,O,D,→,→,↑,O
# O,→,→,→,→,→,↑,D,O,O
# O,O,O,O,O,O,O,O,O,O

26,6,1,2,0,0,35,0.525,0.7435063
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,→,→,→,→,↓,D,→,E
# S,→,↑,D,#,P,↓,#,↑,O
# O,#,O,#,D,↓,←,#,↑,O
# O,O,O,#,↓,←,O,#,↑,O
# O,#,#,D,↓,P,O,#,↑,O
# O,#,↓,←,←,O,O,O,↑,O
# O,O,↓,P,O,O,#,O,↑,O
# O,O,→,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

27,6,1,0,0,0,32,0.615,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,→,→,→,→,→,→,→,↓,O
# O,↑,←,←,←,←,O,D,↓,O
# O,P,O,O,→,↑,D,#,↓,O
# O,O,#,#,↑,P,#,#,↓,O
# O,P,#,O,↑,←,D,#,→,E
# S,→,→,→,↓,↑,←,O,O,O
# O,O,#,P,→,→,↑,O,#,O
# O,O,O,O,D,#,O,#,#,O
# O,O,O,O,O,O,O,O,O,O

28,6,1,0,0,0,44,0.542,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,P,#,O,O,D,O,O
# O,O,O,→,→,→,→,→,↓,O
# O,#,#,↑,O,#,D,#,↓,O
# S,↓,D,↑,←,←,←,#,↓,O
# O,→,→,↓,#,O,↑,P,→,E
# O,O,P,↓,D,O,↑,←,#,O
# O,P,↓,←,→,→,→,↑,#,O
# O,O,→,→,↑,#,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

29,6,1,3,0,0,44,0.599,0.7387444
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,↓,P,#,O,#,D,#,O
# O,O,→,→,→,→,→,↓,→,E
# O,O,D,O,#,P,↓,←,↑,O
# O,#,#,O,O,↓,←,O,↑,O
# O,O,#,O,#,↓,P,O,↑,O
# O,P,↓,←,←,←,#,#,↑,O
# O,O,→,→,↓,D,→,→,↑,O
# O,O,#,O,→,→,↑,D,#,O
# O,O,O,O,O,O,O,O,O,O

30,5,1,1,0,0,116,0.302,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,#,O,#,#,#,D,O,O
# O,→,→,↓,O,O,P,→,↓,O
# O,↑,O,↓,P,→,→,↑,↓,O
# S,↑,#,↓,→,↑,D,↓,←,O
# O,#,O,→,↑,D,↓,←,→,E
# O,O,#,D,O,↓,←,O,↑,O
# O,O,O,#,O,↓,P,#,↑,O
# O,#,#,#,O,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

31,5,1,2,0,0,35,0.269,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,#,#,#,O,→,→,E
# O,#,#,O,O,#,O,↑,D,O
# O,O,O,D,#,O,#,↑,←,O
# O,O,#,→,↓,P,O,D,↑,O
# O,#,O,↑,→,→,→,↓,↑,O
# O,O,#,↑,O,↓,←,←,↑,O
# O,P,O,↑,O,→,→,→,↑,O
# S,→,→,↑,O,P,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

32,4,1,5,0,0,33,0.225,0.8888889
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,#,→,→,→,→,→,E
# O,O,O,D,↑,←,←,←,#,O
# O,#,→,→,→,→,→,↑,P,O
# O,O,↑,D,O,#,O,O,O,O
# O,O,↑,←,←,←,#,O,O,O
# O,O,O,#,→,↑,P,#,O,O
# O,#,→,→,↑,D,#,#,O,O
# S,→,↑,P,O,O,O,O,#,O
# O,O,O,O,O,O,O,O,O,O

33,5,1,0,0,0,25,0.26,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,#,#,O,#,D,O
# S,→,↓,O,#,#,#,O,→,E
# O,P,↓,O,#,O,P,O,↑,O
# O,#,↓,O,O,#,→,→,↑,O
# O,#,↓,#,O,O,↑,O,O,O
# O,#,↓,O,O,P,↑,←,←,O
# O,O,→,→,→,→,→,→,↑,O
# O,O,D,#,O,O,O,#,D,O
# O,O,O,O,O,O,O,O,O,O

34,5,1,2,0,0,41,0.243,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,P,O,#,#,O,#,O
# O,#,D,→,→,→,→,↓,#,O
# O,O,O,↑,O,#,P,↓,→,E
# O,#,#,↑,D,↓,←,←,↑,O
# O,O,#,↑,O,→,↓,P,↑,O
# O,O,O,↑,O,#,→,↓,↑,O
# O,#,O,↑,O,O,O,→,↑,O
# S,→,→,↑,O,O,O,D,O,O
# O,O,O,O,O,O,O,O,O,O

35,6,1,1,0,0,29,0.587,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,O,#,O,O,O,→,E
# O,P,O,O,#,O,D,#,↑,O
# O,→,→,→,→,→,→,→,↑,O
# O,↑,←,←,O,O,O,#,O,O
# O,#,D,↑,←,←,←,←,#,O
# S,↓,→,→,→,→,→,↑,O,O
# O,→,↑,#,O,P,#,D,O,O
# O,P,O,#,O,#,#,#,O,O
# O,O,O,O,O,O,O,O,O,O

36,5,1,3,0,0,51,0.279,0.7308082
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,→,→,→,→,→,→,↓,O
# O,→,↑,P,#,#,O,D,↓,O
# O,↑,←,←,←,←,←,←,↓,O
# O,#,#,O,#,D,O,↑,→,E
# O,P,#,→,→,↓,#,↑,O,O
# O,→,→,↑,P,→,→,↑,O,O
# S,↑,#,D,O,P,#,O,#,O
# O,O,O,O,#,#,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

37,5,1,3,0,0,38,0.24,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,O,O,#,O,O,→,E
# O,#,→,→,→,→,↓,P,↑,O
# O,O,↑,P,#,↓,←,#,↑,O
# O,#,↑,←,D,↓,#,#,↑,O
# O,O,D,↑,←,→,→,→,↑,O
# O,O,O,P,↑,D,#,O,O,O
# S,→,→,→,↑,O,O,O,#,O
# O,O,O,O,#,O,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

38,5,1,3,0,0,45,0.253,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,P,#,O,D,→,→,↓,O
# O,→,→,→,→,→,↑,P,↓,O
# O,#,D,↓,←,←,←,←,←,O
# O,O,#,↓,#,#,O,D,O,O
# O,O,#,↓,O,O,O,→,↓,O
# O,#,#,→,→,→,→,↑,→,E
# O,O,#,P,O,O,#,O,#,O
# O,O,O,#,O,O,O,O,#,O
# O,O,O,O,O,O,O,O,O,O

39,5,1,2,0,0,32,0.222,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,O,#,P,#,O,#,O
# S,→,→,→,→,↓,D,O,O,O
# O,O,O,O,D,→,↓,D,O,O
# O,#,#,↓,←,#,→,→,↓,O
# O,#,#,↓,↑,←,O,P,↓,O
# O,O,#,↓,P,↑,←,←,←,O
# O,O,O,→,→,→,→,→,→,E
# O,#,O,O,O,O,#,O,#,O
# O,O,O,O,O,O,O,O,O,O

40,5,1,1,0,0,33,0.236,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,O,O,O,O,D,#,D,O
# O,↓,O,#,O,O,→,→,→,E
# O,↓,O,O,#,O,↑,#,P,O
# O,→,→,→,↓,#,↑,#,O,O
# O,P,O,O,↓,#,↑,#,#,O
# O,↓,←,←,←,O,↑,O,#,O
# O,→,→,↓,D,#,↑,O,O,O
# O,P,#,→,→,→,↑,O,#,O
# O,O,O,O,O,O,O,O,O,O

41,6,1,0,0,0,29,0.61,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,#,#,P,O,O,O,→,E
# S,↓,O,→,→,→,↓,O,↑,O
# O,→,→,↑,D,#,↓,#,↑,O
# O,D,O,↓,←,←,←,#,↑,O
# O,#,#,↓,O,#,P,O,↑,O
# O,O,O,↓,O,#,O,#,↑,O
# O,O,O,→,→,→,→,→,↑,O
# O,O,#,D,O,O,#,O,#,O
# O,O,O,O,O,O,O,O,O,O

42,6,1,1,0,0,35,0.522,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,#,#,O,P,O,O
# O,#,O,P,O,O,O,→,↓,O
# O,O,#,→,→,→,→,↑,↓,O
# O,#,#,↑,D,#,#,D,↓,O
# O,P,O,↑,←,#,↓,←,←,O
# O,→,→,↓,↑,↓,←,P,→,E
# S,↑,O,→,↑,↓,D,O,↑,O
# O,O,#,D,#,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

43,7,1,0,0,0,30,0.611,0.6703703
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,→,→,→,→,↓,D,#,O,O
# O,↑,P,#,O,→,→,→,↓,O
# O,↑,←,←,D,#,#,#,↓,O
# O,#,P,↑,←,←,←,O,↓,O
# O,O,→,→,→,→,↑,#,→,E
# O,#,↑,P,O,#,D,O,#,O
# O,D,↑,←,O,O,O,O,O,O
# S,→,→,↑,P,O,O,#,#,O
# O,O,O,O,O,O,O,O,O,O

44,6,1,5,0,0,35,0.53,0.7453378
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,P,#,O,O,#,#,O,O
# O,#,→,→,→,↓,D,O,P,O
# O,O,↑,#,#,→,→,→,↓,O
# O,D,↑,←,←,←,#,O,↓,O
# O,→,→,↓,P,↑,←,#,↓,O
# O,↑,←,→,↓,D,↑,↓,←,O
# S,→,↑,#,→,→,↑,↓,D,O
# O,O,P,O,#,O,O,→,→,E
# O,O,O,O,O,O,O,O,O,O

45,6,1,1,0,0,41,0.523,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,P,O,O,O,D,O,O
# O,#,O,→,→,↓,#,→,↓,O
# O,#,#,↑,D,↓,O,↑,↓,O
# O,#,#,↑,O,↓,→,↑,↓,O
# O,#,→,↑,D,↓,↑,D,→,E
# S,→,↑,P,↓,←,↑,←,O,O
# O,#,#,O,→,↓,P,↑,#,O
# O,O,O,O,P,→,→,↑,#,O
# O,O,O,O,O,O,O,O,O,O

46,7,1,0,0,0,31,0.543,0.8472221
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,#,#,D,O,#,O
# O,D,O,O,#,O,→,→,→,E
# O,→,→,↓,#,O,↑,#,O,O
# O,↑,O,→,↓,D,↑,#,#,O
# O,↑,O,P,↓,O,↑,O,P,O
# O,↑,↓,←,←,O,↑,←,←,O
# S,↑,↓,P,#,O,#,→,↑,O
# O,P,→,→,→,→,→,↑,D,O
# O,O,O,O,O,O,O,O,O,O

47,6,1,3,0,0,47,0.526,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,O,D,#,O,D,O,#,O
# O,→,→,→,→,→,→,→,↓,O
# O,↑,↓,←,←,←,P,O,↓,O
# O,↑,←,#,P,↑,#,O,↓,O
# O,#,D,→,→,↑,#,O,↓,O
# O,#,O,↑,D,O,#,#,↓,O
# O,O,O,↑,←,←,←,#,↓,O
# S,→,→,→,→,→,↑,P,→,E
# O,O,O,O,O,O,O,O,O,O

48,6,1,0,0,0,34,0.534,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,O,#,#,O,#,O
# O,P,#,#,P,#,D,→,↓,O
# S,↓,D,→,→,→,↓,↑,↓,O
# O,→,→,↑,D,#,→,↑,↓,O
# O,O,O,O,O,O,P,↓,←,O
# O,O,↓,←,←,←,←,←,O,O
# O,O,→,→,→,↓,D,#,#,O
# O,O,P,#,#,→,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

49,6,1,2,0,0,34,0.631,0.7308081
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,#,→,→,↓,#,O,O
# O,→,→,→,↑,D,→,↓,P,O
# O,↑,P,O,D,#,P,↓,O,O
# O,↑,←,←,←,↓,←,←,O,O
# O,O,O,P,↑,↓,#,O,#,O
# S,→,→,↓,↑,→,→,→,↓,O
# O,#,D,→,↑,D,#,#,→,E
# O,#,O,O,#,O,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

50,6,1,1,0,0,39,0.576,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,O,O,O,P,#,#,O,O
# O,→,→,→,→,↓,D,#,D,O
# O,↑,O,O,#,→,→,→,↓,O
# O,↑,#,O,P,#,P,↓,←,O
# O,↑,O,↓,←,O,#,↓,O,O
# S,↑,#,↓,↑,←,←,←,→,E
# O,#,#,→,↓,D,O,D,↑,O
# O,#,O,#,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

51,5,1,3,0,0,47,0.289,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,→,→,→,→,→,→,↓,O
# O,P,↑,←,←,←,#,P,↓,O
# O,O,O,O,D,↑,←,←,↓,O
# O,#,O,O,#,D,→,↑,↓,O
# O,O,#,→,→,↓,↑,O,↓,O
# O,O,→,↑,D,→,↑,O,→,E
# S,→,↑,P,O,P,#,#,D,O
# O,O,#,#,O,O,#,#,#,O
# O,O,O,O,O,O,O,O,O,O

52,5,1,2,0,0,38,0.236,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,→,→,↓,O,O,O
# O,O,#,O,O,D,→,↓,O,O
# O,O,O,#,O,#,P,↓,O,O
# O,O,D,↓,←,←,←,←,O,O
# O,#,#,→,↓,#,P,#,#,O
# O,#,D,↓,←,O,O,O,→,E
# O,O,#,↓,P,#,#,O,↑,O
# O,#,O,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

53,5,1,0,0,0,32,0.23,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,↓,#,#,#,#,#,#,O
# O,O,↓,O,O,O,O,O,O,O
# O,#,→,→,→,→,→,↓,O,O
# O,#,P,O,O,#,P,↓,O,O
# O,#,O,#,O,O,↓,←,#,O
# O,↓,←,←,←,←,←,D,#,O
# O,→,→,→,→,↓,D,O,D,O
# O,P,O,O,O,→,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

54,6,1,0,0,0,31,0.544,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,P,O,O,#,O,#,O,O
# S,→,→,→,→,↓,D,#,#,O
# O,O,#,↓,←,←,#,O,→,E
# O,#,O,↓,P,#,O,O,↑,O
# O,#,O,→,→,↓,P,O,↑,O
# O,O,#,D,↓,←,O,O,↑,O
# O,#,D,↓,←,O,O,O,↑,O
# O,O,#,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

55,6,1,1,0,0,33,0.544,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,P,O,O,O,#,#,#,O
# O,O,→,→,→,→,→,↓,D,O
